image_path,area,weight,label
/mnt/data/dataset/apple-weight-dataset/v2/3790-17/image0000873.png,1048510.5,3790,2
/mnt/data/dataset/apple-weight-dataset/v2/1965-47/image0003308.png,683234.5,1965,0
/mnt/data/dataset/apple-weight-dataset/v2/1855-71/image0004477.png,609940.0,1855,0
/mnt/data/dataset/apple-weight-dataset/v2/1985-48/image0003359.png,663869.0,1985,0
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005694.png,955681.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/3250-100/image0005996.png,995114.5,3250,1
/mnt/data/dataset/apple-weight-dataset/v2/2885-80/image0004969.png,898761.5,2885,1
/mnt/data/dataset/apple-weight-dataset/v2/4280-119/image0007028.png,1144195.0,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/1950-59/image0003868.png,619317.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/2810-108/image0006425.png,898069.5,2810,1
/mnt/data/dataset/apple-weight-dataset/v2/3760-147/image0008501.png,1119480.5,3760,2
/mnt/data/dataset/apple-weight-dataset/v2/1860-74/image0004633.png,639237.5,1860,0
/mnt/data/dataset/apple-weight-dataset/v2/4010-129/image0007524.png,1150258.5,4010,2
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003616.png,652517.0,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/2810-108/image0006423.png,871548.0,2810,1
/mnt/data/dataset/apple-weight-dataset/v2/3650-142/image0008218.png,1058120.0,3650,2
/mnt/data/dataset/apple-weight-dataset/v2/1870-61/image0003942.png,618698.0,1870,0
/mnt/data/dataset/apple-weight-dataset/v2/2810-108/image0006424.png,893468.5,2810,1
/mnt/data/dataset/apple-weight-dataset/v2/2910-88/image0005401.png,860780.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/4140-126/image0007402.png,1176021.0,4140,2
/mnt/data/dataset/apple-weight-dataset/v2/3760-147/image0008515.png,1124657.5,3760,2
/mnt/data/dataset/apple-weight-dataset/v2/1660-64/image0004100.png,567578.0,1660,0
/mnt/data/dataset/apple-weight-dataset/v2/1965-51/image0003445.png,662482.0,1965,0
/mnt/data/dataset/apple-weight-dataset/v2/3725-146/image0008474.png,1075436.0,3725,2
/mnt/data/dataset/apple-weight-dataset/v2/2835-114/image0006764.png,881755.0,2835,1
/mnt/data/dataset/apple-weight-dataset/v2/2860-113/image0006719.png,888179.5,2860,1
/mnt/data/dataset/apple-weight-dataset/v2/1880-73/image0004585.png,603227.5,1880,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003583.png,689019.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/4245-124/image0007266.png,1189582.5,4245,2
/mnt/data/dataset/apple-weight-dataset/v2/1880-73/image0004590.png,616504.0,1880,0
/mnt/data/dataset/apple-weight-dataset/v2/3820-138/image0008027.png,1195183.0,3820,2
/mnt/data/dataset/apple-weight-dataset/v2/3110-81/image0005019.png,943126.0,3110,1
/mnt/data/dataset/apple-weight-dataset/v2/2885-117/image0006917.png,889290.5,2885,1
/mnt/data/dataset/apple-weight-dataset/v2/4280-119/image0007019.png,1165025.5,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/3740-15/image0000743.png,1090396.5,3740,2
/mnt/data/dataset/apple-weight-dataset/v2/1750-67/image0004289.png,569216.0,1750,0
/mnt/data/dataset/apple-weight-dataset/v2/3605-144/image0008324.png,1051821.5,3605,2
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003806.png,664731.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/2860-109/image0006501.png,848759.5,2860,1
/mnt/data/dataset/apple-weight-dataset/v2/1935-68/image0004333.png,589710.5,1935,0
/mnt/data/dataset/apple-weight-dataset/v2/4140-126/image0007379.png,1252618.0,4140,2
/mnt/data/dataset/apple-weight-dataset/v2/2835-102/image0006125.png,884586.5,2835,1
/mnt/data/dataset/apple-weight-dataset/v2/1695-76/image0004746.png,594189.5,1695,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-56/image0003705.png,669542.0,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008600.png,1098569.5,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/4055-133/image0007744.png,1217107.5,4055,2
/mnt/data/dataset/apple-weight-dataset/v2/4015-136/image0007875.png,1152913.5,4015,2
/mnt/data/dataset/apple-weight-dataset/v2/2940-111/image0006574.png,926694.0,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/2970-93/image0005652.png,950952.0,2970,1
/mnt/data/dataset/apple-weight-dataset/v2/1825-60/image0003910.png,597149.0,1825,0
/mnt/data/dataset/apple-weight-dataset/v2/1965-47/image0003309.png,655589.0,1965,0
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008546.png,1132604.5,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/4015-131/image0007641.png,1163192.5,4015,2
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003618.png,657775.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/4105-120/image0007061.png,1143127.0,4105,2
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006237.png,834755.0,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/3910-141/image0008159.png,1207647.5,3910,2
/mnt/data/dataset/apple-weight-dataset/v2/3145-83/image0005144.png,875186.0,3145,1
/mnt/data/dataset/apple-weight-dataset/v2/1930-45/image0003269.png,633376.5,1930,0
/mnt/data/dataset/apple-weight-dataset/v2/4010-129/image0007515.png,1164778.0,4010,2
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003610.png,643112.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/4145-135/image0007836.png,1237601.0,4145,2
/mnt/data/dataset/apple-weight-dataset/v2/1885-63/image0004054.png,663716.0,1885,0
/mnt/data/dataset/apple-weight-dataset/v2/2940-116/image0006837.png,927598.5,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/3730-143/image0008259.png,1048489.5,3730,2
/mnt/data/dataset/apple-weight-dataset/v2/1825-60/image0003895.png,594395.5,1825,0
/mnt/data/dataset/apple-weight-dataset/v2/4145-135/image0007839.png,1196164.5,4145,2
/mnt/data/dataset/apple-weight-dataset/v2/1885-63/image0004055.png,660700.0,1885,0
/mnt/data/dataset/apple-weight-dataset/v2/2915-85/image0005241.png,893937.5,2915,1
/mnt/data/dataset/apple-weight-dataset/v2/1695-76/image0004754.png,580679.0,1695,0
/mnt/data/dataset/apple-weight-dataset/v2/1695-76/image0004776.png,570002.0,1695,0
/mnt/data/dataset/apple-weight-dataset/v2/4095-125/image0007312.png,1200503.0,4095,2
/mnt/data/dataset/apple-weight-dataset/v2/2940-77/image0004803.png,846652.0,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-59/image0003840.png,633457.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/4105-120/image0007075.png,1120296.5,4105,2
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008581.png,1096727.0,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/1735-65/image0004152.png,576324.0,1735,0
/mnt/data/dataset/apple-weight-dataset/v2/4025-128/image0007480.png,1178774.5,4025,2
/mnt/data/dataset/apple-weight-dataset/v2/2035-56/image0003683.png,679327.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-56/image0003698.png,655669.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/3085-86/image0005307.png,928452.5,3085,1
/mnt/data/dataset/apple-weight-dataset/v2/4245-124/image0007274.png,1239358.0,4245,2
/mnt/data/dataset/apple-weight-dataset/v2/2910-88/image0005410.png,896427.5,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/3675-149/image0008647.png,1036584.0,3675,2
/mnt/data/dataset/apple-weight-dataset/v2/3180-89/image0005427.png,949539.5,3180,1
/mnt/data/dataset/apple-weight-dataset/v2/4055-133/image0007728.png,1145257.5,4055,2
/mnt/data/dataset/apple-weight-dataset/v2/4025-128/image0007508.png,1207850.5,4025,2
/mnt/data/dataset/apple-weight-dataset/v2/4360-123/image0007229.png,1228119.5,4360,2
/mnt/data/dataset/apple-weight-dataset/v2/2845-105/image0006276.png,855785.5,2845,1
/mnt/data/dataset/apple-weight-dataset/v2/4015-136/image0007895.png,1154146.0,4015,2
/mnt/data/dataset/apple-weight-dataset/v2/3740-15/image0000754.png,1059578.5,3740,2
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008563.png,1173844.0,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/2885-117/image0006902.png,890461.0,2885,1
/mnt/data/dataset/apple-weight-dataset/v2/4005-127/image0007436.png,1149263.0,4005,2
/mnt/data/dataset/apple-weight-dataset/v2/1950-34/image0002762.png,619629.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006257.png,869522.5,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/3805-140/image0008117.png,1153316.0,3805,2
/mnt/data/dataset/apple-weight-dataset/v2/4005-127/image0007443.png,1203617.0,4005,2
/mnt/data/dataset/apple-weight-dataset/v2/3145-87/image0005328.png,992154.0,3145,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003817.png,639942.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/3020-79/image0004950.png,897137.0,3020,1
/mnt/data/dataset/apple-weight-dataset/v2/1945-62/image0003998.png,656257.5,1945,0
/mnt/data/dataset/apple-weight-dataset/v2/2250-40/image0003056.png,733253.0,2250,0
/mnt/data/dataset/apple-weight-dataset/v2/2765-103/image0006187.png,869213.0,2765,1
/mnt/data/dataset/apple-weight-dataset/v2/1990-46/image0003274.png,673919.0,1990,0
/mnt/data/dataset/apple-weight-dataset/v2/3180-89/image0005469.png,934224.5,3180,1
/mnt/data/dataset/apple-weight-dataset/v2/3175-78/image0004852.png,980814.5,3175,1
/mnt/data/dataset/apple-weight-dataset/v2/2455-41/image0003097.png,736381.0,2455,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003617.png,652385.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/1750-67/image0004258.png,562233.0,1750,0
/mnt/data/dataset/apple-weight-dataset/v2/3130-97/image0005860.png,954460.0,3130,1
/mnt/data/dataset/apple-weight-dataset/v2/4140-126/image0007362.png,1248034.0,4140,2
/mnt/data/dataset/apple-weight-dataset/v2/2130-43/image0003190.png,719526.0,2130,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003590.png,644901.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/1935-36/image0002865.png,623097.5,1935,0
/mnt/data/dataset/apple-weight-dataset/v2/1825-60/image0003889.png,634328.0,1825,0
/mnt/data/dataset/apple-weight-dataset/v2/3145-83/image0005137.png,877273.0,3145,1
/mnt/data/dataset/apple-weight-dataset/v2/1860-74/image0004651.png,587172.0,1860,0
/mnt/data/dataset/apple-weight-dataset/v2/2785-115/image0006816.png,872402.0,2785,1
/mnt/data/dataset/apple-weight-dataset/v2/1830-75/image0004678.png,616957.5,1830,0
/mnt/data/dataset/apple-weight-dataset/v2/3795-139/image0008101.png,1111844.0,3795,2
/mnt/data/dataset/apple-weight-dataset/v2/3125-101/image0006070.png,933562.5,3125,1
/mnt/data/dataset/apple-weight-dataset/v2/2890-82/image0005096.png,903957.5,2890,1
/mnt/data/dataset/apple-weight-dataset/v2/1805-57/image0003749.png,620011.5,1805,0
/mnt/data/dataset/apple-weight-dataset/v2/3250-100/image0006017.png,936722.5,3250,1
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005699.png,874771.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/1990-49/image0003371.png,668142.5,1990,0
/mnt/data/dataset/apple-weight-dataset/v2/1830-75/image0004685.png,598715.5,1830,0
/mnt/data/dataset/apple-weight-dataset/v2/2890-82/image0005056.png,897317.5,2890,1
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006242.png,845161.5,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/1920-69/image0004376.png,626462.0,1920,0
/mnt/data/dataset/apple-weight-dataset/v2/3180-89/image0005448.png,964689.0,3180,1
/mnt/data/dataset/apple-weight-dataset/v2/1920-69/image0004379.png,616025.5,1920,0
/mnt/data/dataset/apple-weight-dataset/v2/4025-128/image0007499.png,1124745.0,4025,2
/mnt/data/dataset/apple-weight-dataset/v2/3130-97/image0005843.png,939893.0,3130,1
/mnt/data/dataset/apple-weight-dataset/v2/3145-87/image0005346.png,916551.0,3145,1
/mnt/data/dataset/apple-weight-dataset/v2/3760-147/image0008531.png,1116771.0,3760,2
/mnt/data/dataset/apple-weight-dataset/v2/2650-106/image0006323.png,865117.0,2650,1
/mnt/data/dataset/apple-weight-dataset/v2/3740-15/image0000714.png,1040450.0,3740,2
/mnt/data/dataset/apple-weight-dataset/v2/4280-119/image0006995.png,1250585.5,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/1950-34/image0002761.png,610344.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006220.png,884057.0,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/1935-68/image0004362.png,653814.0,1935,0
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005730.png,852843.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/1695-76/image0004735.png,593287.5,1695,0
/mnt/data/dataset/apple-weight-dataset/v2/1830-75/image0004676.png,607584.5,1830,0
/mnt/data/dataset/apple-weight-dataset/v2/1930-45/image0003262.png,641378.0,1930,0
/mnt/data/dataset/apple-weight-dataset/v2/3110-81/image0005017.png,930874.5,3110,1
/mnt/data/dataset/apple-weight-dataset/v2/2000-31/image0002582.png,665005.0,2000,0
/mnt/data/dataset/apple-weight-dataset/v2/3760-147/image0008505.png,1094647.0,3760,2
/mnt/data/dataset/apple-weight-dataset/v2/3000-98/image0005915.png,892630.5,3000,1
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005706.png,886711.5,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/1805-57/image0003763.png,618407.0,1805,0
/mnt/data/dataset/apple-weight-dataset/v2/3120-95/image0005738.png,991789.5,3120,1
/mnt/data/dataset/apple-weight-dataset/v2/3910-141/image0008188.png,1170014.5,3910,2
/mnt/data/dataset/apple-weight-dataset/v2/2405-44/image0003233.png,1463163.0,2405,0
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005735.png,890095.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/1855-71/image0004484.png,649000.5,1855,0
/mnt/data/dataset/apple-weight-dataset/v2/4280-132/image0007681.png,1209265.0,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008588.png,1131820.5,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/3675-149/image0008624.png,1069919.0,3675,2
/mnt/data/dataset/apple-weight-dataset/v2/4105-120/image0007072.png,1132169.5,4105,2
/mnt/data/dataset/apple-weight-dataset/v2/2970-93/image0005661.png,897155.5,2970,1
/mnt/data/dataset/apple-weight-dataset/v2/4015-131/image0007659.png,1148965.5,4015,2
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006206.png,855433.0,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-59/image0003830.png,650084.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-54/image0003600.png,672136.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003816.png,637209.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003813.png,623368.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/1855-71/image0004480.png,619257.0,1855,0
/mnt/data/dataset/apple-weight-dataset/v2/2910-88/image0005409.png,924574.5,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/3000-98/image0005921.png,910518.0,3000,1
/mnt/data/dataset/apple-weight-dataset/v2/2455-41/image0003085.png,780695.0,2455,0
/mnt/data/dataset/apple-weight-dataset/v2/4280-132/image0007694.png,1290078.5,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/1830-75/image0004686.png,602072.5,1830,0
/mnt/data/dataset/apple-weight-dataset/v2/2940-116/image0006849.png,897149.5,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/2650-106/image0006327.png,831204.0,2650,1
/mnt/data/dataset/apple-weight-dataset/v2/2000-31/image0002623.png,664898.5,2000,0
/mnt/data/dataset/apple-weight-dataset/v2/2730-118/image0006949.png,882327.5,2730,1
/mnt/data/dataset/apple-weight-dataset/v2/1980-33/image0002699.png,685438.5,1980,0
/mnt/data/dataset/apple-weight-dataset/v2/3250-100/image0006043.png,993518.5,3250,1
/mnt/data/dataset/apple-weight-dataset/v2/1940-52/image0003484.png,623257.0,1940,0
/mnt/data/dataset/apple-weight-dataset/v2/1985-48/image0003366.png,638239.5,1985,0
/mnt/data/dataset/apple-weight-dataset/v2/2835-102/image0006136.png,883313.0,2835,1
/mnt/data/dataset/apple-weight-dataset/v2/2940-77/image0004806.png,912301.0,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/1945-62/image0003999.png,645952.5,1945,0
/mnt/data/dataset/apple-weight-dataset/v2/2785-115/image0006788.png,875715.0,2785,1
/mnt/data/dataset/apple-weight-dataset/v2/2650-106/image0006362.png,861651.0,2650,1
/mnt/data/dataset/apple-weight-dataset/v2/2890-82/image0005074.png,869055.0,2890,1
/mnt/data/dataset/apple-weight-dataset/v2/3910-141/image0008163.png,1117083.5,3910,2
/mnt/data/dataset/apple-weight-dataset/v2/3020-79/image0004908.png,945173.0,3020,1
/mnt/data/dataset/apple-weight-dataset/v2/3175-78/image0004894.png,917510.0,3175,1
/mnt/data/dataset/apple-weight-dataset/v2/3110-81/image0005018.png,918563.5,3110,1
/mnt/data/dataset/apple-weight-dataset/v2/3650-142/image0008249.png,1048138.5,3650,2
/mnt/data/dataset/apple-weight-dataset/v2/4120-121/image0007133.png,1144435.0,4120,2
/mnt/data/dataset/apple-weight-dataset/v2/2910-94/image0005720.png,889384.0,2910,1
/mnt/data/dataset/apple-weight-dataset/v2/1965-51/image0003448.png,624052.5,1965,0
/mnt/data/dataset/apple-weight-dataset/v2/2845-105/image0006279.png,888352.0,2845,1
/mnt/data/dataset/apple-weight-dataset/v2/3820-138/image0008048.png,1195482.5,3820,2
/mnt/data/dataset/apple-weight-dataset/v2/4005-127/image0007415.png,1213200.0,4005,2
/mnt/data/dataset/apple-weight-dataset/v2/3240-90/image0005482.png,950778.0,3240,1
/mnt/data/dataset/apple-weight-dataset/v2/2785-115/image0006795.png,885538.5,2785,1
/mnt/data/dataset/apple-weight-dataset/v2/1935-68/image0004360.png,650285.5,1935,0
/mnt/data/dataset/apple-weight-dataset/v2/2860-113/image0006722.png,860475.0,2860,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-59/image0003850.png,634216.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/1825-60/image0003887.png,637420.5,1825,0
/mnt/data/dataset/apple-weight-dataset/v2/1660-64/image0004124.png,548160.0,1660,0
/mnt/data/dataset/apple-weight-dataset/v2/3730-137/image0007934.png,1090042.5,3730,2
/mnt/data/dataset/apple-weight-dataset/v2/2765-103/image0006166.png,897753.5,2765,1
/mnt/data/dataset/apple-weight-dataset/v2/3120-95/image0005782.png,872289.0,3120,1
/mnt/data/dataset/apple-weight-dataset/v2/2940-116/image0006864.png,901340.5,2940,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003810.png,643446.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/3150-99/image0005946.png,927071.5,3150,1
/mnt/data/dataset/apple-weight-dataset/v2/2730-118/image0006944.png,822860.0,2730,1
/mnt/data/dataset/apple-weight-dataset/v2/1660-64/image0004104.png,581893.5,1660,0
/mnt/data/dataset/apple-weight-dataset/v2/3795-139/image0008102.png,1120444.0,3795,2
/mnt/data/dataset/apple-weight-dataset/v2/2650-106/image0006353.png,810149.5,2650,1
/mnt/data/dataset/apple-weight-dataset/v2/2960-42/image0003140.png,861656.0,2960,1
/mnt/data/dataset/apple-weight-dataset/v2/4280-119/image0007014.png,1190355.5,4280,2
/mnt/data/dataset/apple-weight-dataset/v2/2810-108/image0006456.png,869167.0,2810,1
/mnt/data/dataset/apple-weight-dataset/v2/3795-139/image0008067.png,1086987.5,3795,2
/mnt/data/dataset/apple-weight-dataset/v2/1855-71/image0004488.png,615850.0,1855,0
/mnt/data/dataset/apple-weight-dataset/v2/2730-118/image0006941.png,861743.5,2730,1
/mnt/data/dataset/apple-weight-dataset/v2/1695-76/image0004765.png,596467.5,1695,0
/mnt/data/dataset/apple-weight-dataset/v2/2765-103/image0006171.png,903894.0,2765,1
/mnt/data/dataset/apple-weight-dataset/v2/3240-90/image0005514.png,944977.5,3240,1
/mnt/data/dataset/apple-weight-dataset/v2/1720-72/image0004523.png,636515.5,1720,0
/mnt/data/dataset/apple-weight-dataset/v2/2980-92/image0005628.png,842463.0,2980,1
/mnt/data/dataset/apple-weight-dataset/v2/1965-30/image0002576.png,641259.5,1965,0
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008562.png,1108447.0,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/4055-133/image0007740.png,1163577.0,4055,2
/mnt/data/dataset/apple-weight-dataset/v2/1950-59/image0003837.png,648299.0,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/4010-129/image0007560.png,1176530.0,4010,2
/mnt/data/dataset/apple-weight-dataset/v2/1870-61/image0003964.png,631332.5,1870,0
/mnt/data/dataset/apple-weight-dataset/v2/3740-15/image0000750.png,1062195.5,3740,2
/mnt/data/dataset/apple-weight-dataset/v2/1855-71/image0004493.png,588891.0,1855,0
/mnt/data/dataset/apple-weight-dataset/v2/4120-121/image0007110.png,1259847.5,4120,2
/mnt/data/dataset/apple-weight-dataset/v2/4110-130/image0007565.png,1153066.0,4110,2
/mnt/data/dataset/apple-weight-dataset/v2/2860-113/image0006713.png,866666.5,2860,1
/mnt/data/dataset/apple-weight-dataset/v2/1860-74/image0004654.png,573246.5,1860,0
/mnt/data/dataset/apple-weight-dataset/v2/2405-44/image0003230.png,1403566.5,2405,0
/mnt/data/dataset/apple-weight-dataset/v2/2915-85/image0005227.png,866141.0,2915,1
/mnt/data/dataset/apple-weight-dataset/v2/1870-61/image0003941.png,629078.5,1870,0
/mnt/data/dataset/apple-weight-dataset/v2/1945-62/image0003991.png,645417.5,1945,0
/mnt/data/dataset/apple-weight-dataset/v2/4360-123/image0007224.png,1217173.5,4360,2
/mnt/data/dataset/apple-weight-dataset/v2/3000-98/image0005902.png,941565.5,3000,1
/mnt/data/dataset/apple-weight-dataset/v2/3675-149/image0008640.png,1096314.5,3675,2
/mnt/data/dataset/apple-weight-dataset/v2/4005-127/image0007418.png,1162036.0,4005,2
/mnt/data/dataset/apple-weight-dataset/v2/2750-104/image0006218.png,855761.5,2750,1
/mnt/data/dataset/apple-weight-dataset/v2/1950-58/image0003785.png,656262.5,1950,0
/mnt/data/dataset/apple-weight-dataset/v2/4500-122/image0007156.png,1276765.5,4500,2
/mnt/data/dataset/apple-weight-dataset/v2/1920-69/image0004416.png,600946.5,1920,0
/mnt/data/dataset/apple-weight-dataset/v2/2885-117/image0006889.png,918336.5,2885,1
/mnt/data/dataset/apple-weight-dataset/v2/1750-67/image0004295.png,600325.0,1750,0
/mnt/data/dataset/apple-weight-dataset/v2/2035-56/image0003693.png,681178.5,2035,0
/mnt/data/dataset/apple-weight-dataset/v2/2980-92/image0005624.png,929217.0,2980,1
/mnt/data/dataset/apple-weight-dataset/v2/1825-60/image0003890.png,615841.5,1825,0
/mnt/data/dataset/apple-weight-dataset/v2/4005-127/image0007431.png,1181597.0,4005,2
/mnt/data/dataset/apple-weight-dataset/v2/2885-117/image0006926.png,899441.5,2885,1
/mnt/data/dataset/apple-weight-dataset/v2/1660-64/image0004131.png,557504.5,1660,0
/mnt/data/dataset/apple-weight-dataset/v2/4285-134/image0007813.png,1248119.0,4285,2
/mnt/data/dataset/apple-weight-dataset/v2/3780-148/image0008560.png,1090244.5,3780,2
/mnt/data/dataset/apple-weight-dataset/v2/2755-112/image0006655.png,840450.5,2755,1
